Clean tweet,L,absPolarity,sentiment_polarity,sentiment_subjectivity,tweet,url,and,all,love,just,drunk,is,am,as,at,have,in,go,still,your,for,that,when,to,got,you,was,be,we,do,get,fuck,not,amp,with,he,a,on,last,like,of,up,this,night,the,think,are
Lol P say i was drunk and let this thot spend the night but slept in my bed and not the let out I dont remember i waz really drunk lmao,True,0.1,0.1,0.93,Lol P say i was drunk and let this thot spend the night but slept in my bed and not the let out? I dont remember i waz really drunk lmao,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False
Shouldve drunk a lil something,True,0.5,-0.5,1.0,Shouldve drunk a lil something,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
 have a little faith I was good when I played w JZ The more drunk I am the better I play lmao amp the wall shot was unbelievable,True,0.187946429,0.19,0.73,@Renzomang have a little faith! I was good when I played w JZ. The more drunk I am the better I play lmao &amp; the wall shot was unbelievable,,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
How is it possible that i am still drunk at 4pm the next day ,True,0.166666667,-0.17,0.67,How is it possible that i am still drunk at 4pm the next day 😂😂😭😭,,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
delgado lol I put it in there when I was drunk ,True,0.15,0.15,0.85,@alexxis_delgado lol I put it in there when I was drunk 😂😂,,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Running back drunk to the house from the beach was a bad idea we all ate shit at the same time,True,0.28,-0.28,0.52,Running back drunk to the house from the beach was a bad idea we all ate shit at the same time😂,,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
the only notifications Im getting from Facebook are friend requests bc clearly my drunk self wants to be friends w everyone I meet,True,0.1,-0.1,0.7,the only notifications I'm getting from Facebook are friend requests bc clearly my drunk self wants to be friends w/ everyone I meet,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Im getting drunk for the ride tomorrow Lake Tahoe be buggin,True,0.5,-0.5,1.0,I'm getting drunk for the ride tomorrow. Lake Tahoe be buggin.,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
We grown we all got shit to say But we drunk so its the right time,True,0.138095238,-0.14,0.78,We grown we all got shit to say. But we drunk so it's the right time,,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
IM STILL DRUNK LMAO,True,0.05,0.05,1.0,IM STILL DRUNK LMAO,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Im so drunk but fuck me we are brilliant today  AsOne SCOvJAP backingblue,True,0.0,0.0,0.87,I'm so drunk but fuck me we are brilliant today 😍😍😍💙💙 #AsOne #SCOvJAP #backingblue,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
i was the most drunk ive been in a really long time last night but i have no hangover,True,0.0125,-0.01,0.49,i was the most drunk i've been in a really long time last night but i have no hangover??,,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
its great when i get home too drunk to give a duck bout how i got here or what anybody thinks,True,0.15,0.15,0.88,its great when i get home too drunk to give a duck bout how i got here or what anybody thinks,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Rep Roadkill I was hacked is the new I was drunk  DSDET15 politicalrant familyfeud,True,0.181818182,-0.18,0.73,"Rep Roadkill: ""I was hacked"" is the new ""I was drunk"". @AndyBeal #DSDET15 #politicalrant #familyfeud",,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Lol I look soo drunk but we both look so thug ,True,0.15,0.15,0.85,Lol I look soo drunk but we both look so thug. http://t.co/a6EWELBjMz,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
all JaQwun did was make me laugh  bully me  amp peer pressure me to get drunk oml he turned me into the alcoholic i am today RIPJQ,True,0.15,-0.15,0.53,all JaQwun did was make me laugh   bully me   &amp; peer pressure me to get drunk. oml he turned me into the alcoholic i am today. #RIPJQ,,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
its 1 am and i just remembered i kissed a dude i didnt know on the cheek when i was drunk,True,0.5,-0.5,1.0,it's 1 am and i just remembered i kissed a dude i didn't know on the cheek when i was drunk,,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
  Sorry I was too drunk to dial,True,0.5625,-0.56,1.0,@SridharPappu @jimwindolf Sorry  I was too drunk to dial!,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
My current status drunk ,True,0.25,-0.25,0.7,My current status #drunk http://t.co/xWRDi2imwR,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
First day of fall i cant wait to go on hayrides with my best friends and carve pumpkins and get drunk off my ass ,True,0.25,0.25,0.54,First day of fall i cant wait to go on hayrides with my best friends and carve pumpkins and get drunk off my ass 🍂🍻🎃,,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
Drunk as fuck at one though  but its A CELEBRATION,True,0.45,-0.45,0.8,Drunk as fuck at one though 😂😂😂 but it's A CELEBRATION...,,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2EmChris lmaooo we didnt go out last night because we are going to a hotel today But I still got drunk and only partly hungover,True,0.166666667,-0.17,0.69,@Talk_2_Em_Chris lmaooo we didn't go out last night because we are going to a hotel today. But I still got drunk and only partly hungover,,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
 shiiiiid Im gonna be drunk later snaps are about to be too live ,True,0.12121212099999999,-0.12,0.5,@aribby_ shiiiiid I'm gonna be drunk later  snaps are about to be too live 😂😂😉,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
I am just the worst drunk person ever,True,0.75,-0.75,1.0,I am just the worst drunk person ever,,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
this is nick updating my blog got so fucked up last night that i lost my phoneshoesglassesgot arrestedspent the night in the drunk tank,True,0.36666666700000006,-0.37,0.59,this is nick updating my blog. got so fucked up last night that i lost my phone/shoes/glasses/got arrested/spent the night in the drunk tank,,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False
 damn I was pretty drunk when I responded to this amp what an idiot I am That made no sense haha,True,0.2125,-0.21,0.77,@electrolemon damn. I was pretty drunk when I responded to this &amp; what an idiot I am. That made no sense haha,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Never get drunk again  I got a bad hangover amp I gotta work,True,0.6,-0.6,0.83,Never get drunk again   I got a bad hangover &amp; I gotta work,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
 nah I dont get drunk I get coo and thats it,True,0.5,-0.5,1.0,@trapstarbaby nah I don't get drunk I get coo and that's it,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 drunk and started dying i inhaled it like it was a blunt,True,0.5,-0.5,1.0,@kitttybomb drunk and started dying. i inhaled it like it was a blunt.😐,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
I was drunk as fuck last night,True,0.3,-0.3,0.56,I was drunk as fuck last night,,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Never again will I get drunk during the week ,True,0.5,-0.5,1.0,Never again will I get drunk during the week 😩👐🏽,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Girlz  and in case you didnt notice I am drunk the 1st tweet was a disturbance in the force,True,0.5,-0.5,1.0,@Troubled_Girlz @StephenKenobi and in case you didn't notice I am drunk  the 1st tweet was a disturbance in the force,,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
Ive spent the last week drunk andor in bed on tumblr with court ,True,0.2,-0.2,0.39,I've spent the last week drunk and/or in bed on tumblr with court 🌝🌚,,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
 I Been Drunk 2 Days Straight ,True,0.15,-0.15,0.7,- I Been Drunk 2 Days Straight .,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Being irresponsible and getting drunk tonight,True,0.5,-0.5,1.0,Being irresponsible and getting drunk tonight.,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Watching the sunrise over lake Malawi whilst drunk at a music festival was one of the best experiences of my life,True,0.25,0.25,0.65,Watching the sunrise over lake Malawi whilst drunk at a music festival was one of the best experiences of my life,,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
Didnt even go out last night I was that drunk ,True,0.25,-0.25,0.53,Didn't even go out last night I was that drunk 😩,,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Opera Tonight For All My Niccas Birthdays we getting drunk tonight,True,0.5,-0.5,1.0,Opera Tonight For All My Niccas Birthdays‼️‼️🎥🎥🔥🔥🔥 we getting drunk tonight💦,,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Its 9 am but who wants to get drunk ,True,0.15,-0.15,0.55,It's 9 am but who wants to get drunk 😊😊😊😊😊,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Getting wine drunk on a Wednesday getonmylevel,True,0.5,-0.5,1.0,Getting wine drunk on a Wednesday #getonmylevel,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
i have come back from a bar and now i am eating pasta drunk in bed this is the life i was born to live,True,0.12121212099999999,-0.12,0.5,i have come back from a bar and now i am eating pasta drunk in bed this is the life i was born to live,,True,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
Maria Im drunk is so trashy I want it off the internet almost as much as those pictures of Justin looking for girls with a flashlight,True,0.15,-0.15,0.6,Maria I'm drunk is so trashy I want it off the internet almost as much as those pictures of Justin looking for girls with a flashlight,,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
I hate getting drunk and other lies,True,0.475,-0.48,0.76,I hate getting drunk ......and other lies,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
We was drunk by this time ,True,0.5,-0.5,1.0,We was drunk by this time http://t.co/aAaliyl8CR,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Cant wait for this week to end so I can get drunk and watch some fights UFC in Japan on Saturday,True,0.625,-0.63,1.0,Can't wait for this week to end so I can get drunk and watch some fights. UFC in Japan on Saturday!,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Kinda drunk and making my signature dish cheesy beans on toast cut into 8 little squares for easy eating,True,0.188541667,-0.19,0.83,Kinda drunk and making my signature dish  cheesy beans on toast cut into 8 little squares for easy eating.,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
 Im just gonna get drunk AF when I get home Why not,True,0.5,-0.5,1.0,@SykesSexual I'm just gonna get drunk AF when I get home.. Why not,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1245 and Im drunk,True,0.625,-0.63,1.0,12:45 and I'm drunk!,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Drunk as fuck,True,0.45,-0.45,0.8,Drunk as fuck,,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hate it when people tell me the things I was doing when Ive been drunk its so embarrassing ,True,0.65,-0.65,0.95,Hate it when people tell me the things I was doing when I've been drunk  it's so embarrassing 😭,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Am drunk whatever,True,0.5,-0.5,1.0,Am drunk whatever,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
You seduce him the first night so the pregnancy story will work  ,False,0.25,0.25,0.33,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Hilarious Pregnancy Announcements  ,False,0.5,0.5,1.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Weightloss surgery tied to pregnancy benefits risks ,False,0.0,0.0,0.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tamra Barney Talks Rocky Pregnancy And Being A Grandmother Everyone Is Extremely Happy   Tamra Barney RHOOC,False,0.8,0.8,1.0,,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
We stock a fab collection of babygifts over at  MummyBloggers MummyPagesChat Pregnancy ,False,0.0,0.0,0.0,,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
When did pregnancy at this age become okay,False,0.5,0.5,0.5,,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Kylie will probably struggle with finding her identity May have a bout w drugs Depression Pregnancy is also possible,False,0.0,0.0,1.0,,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Hollyoaks actress Ruby ODonnell daunted by pregnancy storyline CelebrityShowbiz ShowbizSoaps EllisHollins Hollyoaks,False,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pregnancy medication chemotherapy age and other variables can cause your texture to be temporarily or permanently altered,False,0.13,-0.13,0.38,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
healthtips Mother offers 5 tips for healthy pregnancy   ,False,0.3,0.3,0.25,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Health chiefs have welcomed new figures which show Hampshires teen pregnancy rate has dropped by half ,False,0.01,-0.01,0.21,,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Is It Possible for Every Woman to Get Her Abs Back PostPregnancy,False,0.0,0.0,0.5,,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Natural Pregnancy How To Cure Infertility amp Get Pregnant Naturally CreateSp  via ,False,0.19,0.19,0.43,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Photo 30 week bump and toddler shot pregnancy pregblr ,False,0.0,0.0,0.0,,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Birth is as safe as life gets Pregnancy,False,0.5,0.5,0.5,,0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10 Incredibly Awkward Pregnancy Portraits  ,False,0.75,-0.75,1.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pregnancy to foster the development of baby talk to your belly   ,False,0.0,0.0,0.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
OMG Awkward Pregnancy Photos  ,False,0.6,-0.6,1.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I aint have a pregnancy scare since 2014,False,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Pregnancy and birth Revolting,False,0.0,0.0,0.0,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4 easy but awesome prenatal yoga poses ,False,0.72,0.72,0.92,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Weirdest Pregnancy and Baby Fails     ,False,0.5,-0.5,0.3,,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
These pregnancy dreams have got to stop,False,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WIBM pregnancy scares near death experiences amp or ignorant amounts of money will show you the real you,False,0.15,0.15,0.35,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
Funniest Pregnancy Comics  ,False,0.0,0.0,0.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
np Blank Banshee  Teen Pregnancy,False,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
You may find this USA Today article interesting  Some patients are using crowdfunding as a way to pay for IVF ,False,0.5,0.5,0.5,,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
 r u watching the show Chrissy started this whole thing by trying to get Tracy mad at terra about her pregnancy,False,0.21,-0.21,0.7,,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Improving health before pregnancy could be key to prevention of childhood obesity  ScienceDaily ,False,0.0,0.0,1.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
New post Kim Kardashian Kanye West Baby 2015 Reality Star Reveals Struggle For Second Pregnancy Proven To Not Be ,False,0.07,0.07,0.23,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
How do I get it through their heads that coughing for them could turn into pneumonia for me which could endanger my pregnancy,False,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Have some cool titles deciding which one to useThe College Pregnancy that Forced MarriageI got Screwed Four TimesA Latinos Turmoil ,False,0.23,-0.23,0.62,,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DAN SAID THE PREGNANCY OPTIONS PLACE ON DPA IS OWNED BY FATHER FRANK,False,0.0,0.0,0.0,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Congrats to my girl on beating teen pregnancy  ily  hbd ,False,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
If schoolgirls can achieve the realisation that having children is a very serious business for which they have ,False,0.43,-0.43,0.87,,1.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
The soldiers cheating wife who claimed she was raped to cover up pregnancy while husband was in Afghanistan ,False,0.0,0.0,0.0,,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
when ur girls pregnancy test shows up negative Vine by  ,False,0.3,-0.3,0.4,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Idk man Two raw penises in you in a weekYou aint gon know who to approach about your pregnancy amp STDs first ,False,0.01,0.01,0.4,,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
I really just read a tweet bout a hs girl flauntin her pregnancy whatthefuck DUDE,False,0.2,0.2,0.2,,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Best NEW Pregnancy Announcements   ,False,0.57,0.57,0.38,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pregnancy is so special lt3 ,False,0.7,0.7,0.57,,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BariatricSurgery Reduces Pregnancy Problems in Obese Women  via ,False,0.0,0.0,0.0,,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I seriously hate females who use their pregnancy as an excuse to get out of something,False,0.43,-0.43,0.48,,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Pregnancy problems Click for best parenting memes of 2013 ,False,1.0,1.0,0.3,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
