sentiment_polarity,absPolarity,Clean tweet,sentiment_subjectivity,tweet,L,and,all,love,just,drunk,is,am,as,at,have,in,go,still,your,for,that,when,to,got,you,was,be,we,do,get,fuck,not,amp,with,he,a,on,last,like,of,up,this,night,the,think,are
-0.5,0.5,kinda wanna get drunk,1.0,kinda wanna get drunk,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.25,0.25,Drunk Texting would be perfect for Rih,1.0,Drunk Texting would be perfect for Rih.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5, get drunk for me,1.0,@susiewithaz get drunk for me,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
-0.4,0.4,I was in a bus for like 4 hours and the only thing I realized was how sad I am and that I need a drink I fucking need to get drunk,0.95,I was in a bus for like  4 hours  and the only thing I realized was how sad I am and that I need a drink. I fucking need to get drunk.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,Lmfao this girl came to class drunk  talking about lets skip class to get chili cheese fries ,1.0,Lmfao this girl came to class drunk 💀💀💀 talking about let's skip class to get chili cheese fries 😂😂😂😂😂😂,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,I wanna get drunk tonight tomorrow amp the day after that,1.0,I wanna get drunk  tonight  tomorrow &amp; the day after that,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-0.5,0.5,ca wait to be drunk wi ma girls on fri   and chels ,1.0,ca wait to be drunk wi ma girls on fri @natalieegan1 @AprilLavelle93 and chels 👯🍸💜,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,Car96 no Im getting drunk ,1.0,@Hannah_Car96 no I'm getting drunk 😂😂😂,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,Fetching my drunk dad MidnightDuties ,1.0,Fetching my drunk dad #MidnightDuties http://t.co/oK9mDLNfPM,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.15,0.15,lol Luhan are u drunk ,0.85,lol Luhan are u drunk http://t.co/nLeicUuM6x,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.07,0.066666667,But I dont think getting drunk with my colleagues on the second day of work is wise ,0.63,But I don't think getting drunk with my colleagues on the second day of work is wise 😂,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.07,0.066666667, Sure thing my friend Need help getting to your room I dont want you crashing with how drunk you are haha,0.73,"@MasterEvaDantes ""Sure thing  my friend. Need help getting to your room? I don't want you crashing with how drunk you are  haha.""",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5, r u drunk m8,1.0,@Bradzzy r u drunk m8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.15,0.15,Lol she said Can I just plead DRUNK worldsdumbest,0.85,"Lol she said ""Can I just plead DRUNK"" #worldsdumbest",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,My neighbour Do you drink every nightMe Oh no sometimes Im drunk by noon,1.0,"My neighbour: Do you drink every night?

Me: Oh no  sometimes I'm drunk by noon.",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.25,0.25,am I on the bed it thought I was on the couch this entire time drunk carly,0.81,"""am I on the bed?? it thought I was on the couch this entire time"" -drunk carly",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,Call yo friends lets get drunk,1.0,Call yo friends lets get drunk,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,People always ask if Im drunk when Im texting but its just my acrylics ,1.0,People always ask if I'm drunk when I'm texting but it's just my acrylics 😫,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.2,0.2, briella Scream Queens hahaha i took the chance to mess up with the fandom a bit a lil drunk on tea here and yes MULAN,0.53,@judaviss @gay_briella Scream Queens hahaha... i took the chance to mess up with the fandom a bit.. (a lil drunk on tea here) and yes MULAN!,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
-0.2,0.2,Writing is easier drunk but you NEED to revise it sober,0.6,Writing is easier drunk  but you NEED to revise it sober,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-0.15,0.15,I understand why people do drugs or get drunk after a break up Who wants to feel their heart breaking merightnow,0.55,I understand why people do drugs or get drunk after a break up. Who wants to feel their heart breaking? #merightnow,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,Dont get drunk at family events  ,1.0,Don't get drunk at family events 💆🏼🔪 http://t.co/H2NHO3MnX0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
-0.5,0.5, I never knew anyone else drunk that,1.0,@Elliemegansmith I never knew anyone else drunk that😂,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.25,0.25,Sis still in the bed passed out  she was way drunk last night,0.53,Sis still in the bed passed out 😩😂 she was way drunk last night,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.23,0.233333333,Youre always drunk when I see you about hahaha oh for fuck sake,0.67,"""Yo're always drunk when I see you about"" hahaha oh for fuck sake",False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.5,0.5,Were seeing all over the world that there is a decline in drunk driving because of   David Plouffe CDNpoli,1.0,"""We're seeing all over the world that there is a decline in drunk driving because of @Uber."" - David Plouffe #CDNpoli",False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.25,0.25,  I will even get us a hotel and u and kieren can go back and get drunk in it if u dont get in  I do it 4u,0.5,@charlottecrowt2 @kandrewkennedy I will even get us a hotel and u and kieren can go back and get drunk in it if u don't get in 😓 I do it 4u,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
-0.06,0.06031746,Is it socially acceptable to go get drunk right now,0.53,Is it socially acceptable to go get drunk right now?,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.2,0.204166667,Cucumber sisters What does it mean It means weve drunk too much punch probably,0.63,Cucumber sisters. What does it mean? It means we've drunk too much punch  probably.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,Man I heard she is a drunk keekeeing ,1.0,Man I heard she is a drunk keekeeing 😂,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.19,0.1875, youre the best drunk,0.65,@alicemolloy yo're the best drunk!,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.25,0.25, no sir I am currently in a lecture  I wish I was drunk,0.7,@Charliehawco no sir I am currently in a lecture 😜 I wish I was drunk,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.15,0.15, u had to be drunk lol,0.85,@KingSwaray u had to be drunk lol,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.25,0.25,When we dont want to stop working and pray we are drunk with American productivity Piper,0.5,"“When we don’t want to stop working and pray  we are drunk with American productivity.”
- Piper",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.5,0.5,  to drunk again  ,1.0,@NiallOfficial @kindlovelyniall to drunk again ??? 🍻,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.08,0.08,mariana you totally couldve My sister wouldve been confused but she was drunk so shed be okay with it lol,0.73,@coronel_mariana you totally could've! My sister would've been confused but she was drunk so she'd be okay with it lol,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,Uh oh shes drunk,1.0,Uh oh she's drunk,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0, okay just wanted to prevent you from drunk driving,0.75,@Ceeeline13 okay  just wanted to prevent you from drunk driving,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,whos the fuckin drunk bitch,1.0,who's the fuckin drunk bitch?,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5,0.5,LionDUDE JEFF Gangsta2  ooohhh interesting ltult mhm mhm silents eating popcorn,0.5,@_LionDUDE_ @PsyCHo_JEFF @drunk_Gangsta2 @creepypastalov9 ooohhh interesting &lt;u&lt; mhm mhm ....*silents eating popcorn*,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.3,0.3,The Cleveland Browns are drunk Why the fuck would you put McCown back when Johnny is impressing,0.53,The Cleveland Browns are drunk. Why the fuck would you put McCown back when Johnny is impressing,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,Shorty drunk,1.0,Shorty drunk,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.5,0.5,Cant wait for it to be acceptable to be drunk all the time,1.0,Can't wait for it to be acceptable to be drunk all the time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5, and so just we Were you drunk on pastry,1.0,@KieranThomsett and so just we? Were you drunk on pastry?,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
-0.5,0.5,Get up Get drunk,1.0,Get up  Get drunk,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.42,0.41666666700000005,Some drunk people are just ridiculous,1.0,Some drunk people are just ridiculous,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5, If you dont like drunk driving then dont drunk drive,1.0,@RyanCullen90 If you don't like drunk driving  then don't drunk drive.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
-0.5,0.5,When bhangampbusaa was smoked and drunk openely in Cords rallyWhat an image of Cord principals was at play,1.0,When bhang&amp;busaa was smoked and drunk openely in Cord's rally What an image of Cord principals was at play?,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
-0.5,0.5,Yo ahh drunk,1.0,Yo ahh drunk,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.17,0.17,This nigga e talkin bout some remember when i was high n drunk n couldnt walk,0.77,"This nigga e talkin bout some 
""remember when i was high n drunk n couldnt walk""😫😂",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
-0.98,0.9765625,   You dont even need to get him drunk Just ask him It works for the people in twitch chat,1.0,@SileNtCSGO @Sadokist @ohItsLuca You dont even need to get him drunk! Just ask him! It works for the people in twitch chat!,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.05,0.05,Do you ever think about all of the really nice drunk girls youve met in the bathrooms and wonder how they are doing I miss you all ,1.0,Do you ever think about all of the really nice drunk girls yo've met in the bathrooms and wonder how they are doing? I miss you all. 😂💕🍺,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.25,0.25,ok i havent been that drunkthis hungover since my 21st birthday,0.25,ok i haven't been that drunk/this hungover since my 21st birthday,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-0.5,0.5, Trying to find Jeff The Drunk on Periscopedo you know the correct screen name to search for ,1.0,@jdharm Trying to find Jeff The Drunk on Periscope....do you know the correct screen name to search for ?,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.25,0.25,But he never could get drunk enough to get her off his mind,0.75,But he never could get drunk enough to get her off his mind,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.21,0.208333333, You crazies have fun Dont get too drunk p,0.73,@rikerR5 You crazies have fun! Don't get too drunk :p,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.5,0.5,Drunk texts fml ,1.0,Drunk texts fml😭😩😩😩😭😭 http://t.co/oP6WCxO5bN,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.49,0.48666666700000005, that was a very bad time for me I remember you drunk stumbling around in your monkey onesie,0.62,@Yournameistyler that was a very bad time for me. I remember you drunk stumbling around in your monkey onesie.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,Hes drunk today  ,1.0,He's drunk today  http://t.co/Yi52YvKi1A,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False
-0.25,0.25,judging by the way I type you might think Im always drunkyou may not be entirely incorrect,0.81,"judging by the way I type you might think I'm always drunk

you may not be entirely incorrect",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,Rep Roadkill Steve Sarkisian  always being judged Dont get drunk amp rant  theres always a video cameraphone  DSDET15,1.0,Rep Roadkill: Steve Sarkisian - always being judged. Don't get drunk &amp; rant - there's always a video camera/phone. @AndyBeal #DSDET15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
-0.23,0.233333333,My 21st birthday is probably going to be me drunk crying in a chilis bathroom then getting an impulse I want to believe tramp stamp,0.53,"My 21st birthday is probably going to be me drunk crying in a chili's bathroom then getting an impulse ""I want to believe"" tramp stamp",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.23,0.225,I have just had to check that Lucy has not wet herself why is she so drunk,0.7,I have just had to check that Lucy has not wet herself why is she so drunk,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
