sentiment_polarity,sentiment_subjectivity,absPolarity,Clean tweet,L
0,0.8,0, sure youll get drunk and cry about when nobody is watchin  like a bitch ,
-0.5,1,0.5,Why do I always end up drunk,
-0.31,0.8,0.313333333,I encountered drunk high schoolers at the waterchase pool and they fucking scare me my sister,
-0.35,0.61,0.350961538,   DEFINE LOOSE TERROR TIES Buzzed driving IS drunk driving,
0,1,0,Literally driving a bunch of adults home bc they are too drunk,
-0.33,0.33,0.327777778,Sit yo drunk ass down,
-0.5,1,0.5, 357 cant wait for you to come home hunny this time tomorrow lets be v v drunk pls ,
0.19,1,0.185416667, Have Fun and dont get too drunk on Sprakling Cider Oh I mean LOVE LoL ,
0.11,0.5,0.109090909,Getting drunk off wine intelligently discussing my possible upcoming death in my new home,
-0.18,1,0.182142857, I would be very drunk right now if I did so I would rather not,
-0.5,0.54,0.5, drunk this lil margarita thing my mom has ,
-0.5,0.8,0.5,Why Cookie seem drunk,
0.15,0.61,0.15,AriSays LOL I swear when youre drunk thats all you do,
-0.5,1,0.5, but i also might be luv drunk off ur humps ,
-0.5,0.33,0.5,When drunk Johns0n calls u and tells u ur ruining his rep gtgtgt,
-0.5,1,0.5,Im get drunk tonight again,
-0.5,0.43,0.5,drunk sobs to the night I drove alone,
0,0.5,0,Ill just sit here and get drunk off ginger ale and TOP until Zach comes back,
-0.5,1,0.5,  drunk and assaulted while passed out on the couch of wtf call was that,
-0.5,0.54,0.5, kristin screw it and come get drunk and watch ahs,
-0.5,0.53,0.5,She walked in like a drunk aunt,
-0.5,0.83,0.5,Go home Brunilda youre drunk brodvikingparty  ,
-0.5,1,0.5,wine drunk Wednesday ,
-0.28,1,0.277083333,Dollahan Im not gay bbg Shit I like dick Maybe puss in a drunk 3some or something Shit nah  not even then ,
0.25,1,0.25, not drunk on ya ass ,
-0.02,0.57,0.016666667, the funny thing is i have no recollection of it but idk if i really was drunk or not im so ,
-0.5,1,0.5,Why gg think she Finna get drunk w us Panacea ,
-0.2,0.43,0.2,Movie theatre bars are the most depressing place to get drunk,
-0.45,0.95,0.45, idk if Im drunk or if Im so tired from work today,
-0.31,1,0.3125,I feel like when we all stay home and get drunk alone and snap chat each other its quality time amp  laura,
-0.5,1,0.5,You know theyre drunk when they dont even notice me tweeting and driving ,
-0.5,0.53,0.5,Why cookie look drunk Empire,
-0.5,0.8,0.5,You got Drew on Wiggins You drunk Skiles ,
-0.5,1,0.5,I wanna get as drunk as I was here TakeMeBackPlzzz ,
-0.4,0.65,0.395833333,so baby tonight im blowing up your line i got you on my mind and the truth is hard to fight so ill be ill be drunk texting youu,
-0.5,0.95,0.5, When I was a kid my drunk uncle would turn that on amp chase his kid around with a loaf of bread asking if she wanted a turd pizza,
-0.5,0.83,0.5,I can tell my moms drunk by the way her voice sounds,
-0.29,0.95,0.291666667,Beer will get you drunk and bloated wine will get you drunk and give you the runs ew and tequila will get you drunk and pregnant,
0,0.63,0,When you drunk at a party and she start looking better  ,
0.08,0.73,0.083333333,lonely drunk and beautiful,
0.12,0.57,0.121428571,Really wishing I was able to get drunk right around now I need some relief from all the shiiiiit,
0.33,1,0.333333333,do u think when beyonce was recording drunk in love she knew it was going to be the greatest song or was it just another day being queen,
-0.3,0,0.3,Scary shit in English today where we discovered that some people dont understand that drunk people cannot give consent,
-0.5,0.47,0.5,   r u drunk Yer not sense makin anymore,
-0.11,0.68,0.107142857,Thanksgiving is right around the corner Im about to be drunk off of food yall,
-0.5,1,0.5,I like the blackest music when Im drunk,
-0.23,1,0.229166667, a little at a time he never could get drunk enough to get her off his mind,
-0.5,0.68,0.5, all drunk,
-0.5,1,0.5, drunk girls are gon be all over him just wait,
-0.12,1,0.116666667,i love and hate being drunk bc im super affectionate and i should not do that,
-0.5,1,0.5,Can I just get drunk without the hassle,
-0.5,0.42,0.5,Dont tag while drunk  lifeadvice,
-0.5,0.47,0.5,v I was drunk when I met him ,
-0.5,1,0.5,Never go meet ur drunk friends at 11pm,
-0.17,0.75,0.17, not when im high on your body and drunk on cherry wineeeeeeee,
-0.23,0.8,0.229166667,i think ive had enough i might get a little drunk,
-0.11,1,0.105555556, lmao hes got drunk eyes shits about to get sloppy,
-1,0.8,1,Whenever  Stick Talk  come on I stg I get hype AF  Especially if Im drunk,
0,1,0.003571429,My mom wants to take me to a saloon to see a Cash cover band with her friends so thats starting the break off right drunk wit ma,
0.15,0.61,0.15, lol r u drunk or what,
-0.65,0.57,0.65,  all know Leon told u to push that stupid drunk linenoone believes u or him like lie bout cooking for Cpt n wife,
0.27,1,0.271428571,TheGreat you better be somewhere drunk right now man lol,
0.08,0.8,0.075,I bet that beta White guy didnt even get a bunch of drunk white trash pussy lol loser    ,
-0.28,0.8,0.275,Its been way to long since Ive been drunk,
-0.25,1,0.25,I was so drunk today I didnt know it was Wednesday I said Tuesday twice while talking to the SAME person,
-0.5,0.61,0.5,i looked through my drunk pics folder and ,
0.06,0.57,0.0625,I cant believe my friend implied he only finds me funny when hes drunk what a bitchass liar I am hilarious in all conditions ,
0.15,0.65,0.15,Everyone go please watch the Drunk music video by Ed Sheeran lol,
0.05,1,0.047222222, I never drunk ran down the hall what are you talking about,
0.15,1,0.15,Call the cops turn me in probably the funniest thing a incredibly drunk person said to me lol,
0.08,1,0.083333333,I genuinely believe there isnt a full hour that goes by that Bianca isnt drunk,
-0.24,0.92,0.238095238,I think shes drunk because im drunk right now,
-0.5,0.8,0.5,Im still drunk TBH,
-0.5,0.89,0.5,Lucious always looks like he is drunk,
-0.5,1,0.5,I swear we arent drunk ,
-0.5,0.55,0.5,Like why are you drunk on a god damn Wednesday go to bed,
-0.5,0.9,0.5,I wanna be drunk,
-0.55,0.65,0.55,When you know you fucked up Can someone get me this drunk for my birthday  ,
-0.5,1,0.5,By The End Of The Night Ima Be Drunk Af ,
0.27,1,0.266666667,ciaraanicolee    can we get drunk tomorrow n say no to county and go to the fair here lmao,
-0.25,1,0.25,fromage videos of drunk friends or SOs snoring obviously,
-0.5,0.92,0.5,I poplock like TPain amp do the robot when Im either bored or drunk,
-0.5,0.85,0.5,Its a must I get drunk this weekend,
-0.5,0.53,0.5, Boi you look drunk,
-0.65,0.75,0.65,I hate drinking amp not getting tipsy or drunk What was the point of drinking,
0,0.67,0,Can i get frunk by thinking drunk thoughts  How many xanax does that take,
0,0.89,0,ciaraanicolee     study drunk and take the exam drunk Flawless strategy,
-0.5,1,0.5,Terrance Howard looks so drunk in this episode  ,
0,0.85,0,Lovely drunk phone call received from Jasmine at 215am then she proceeds to FaceTime aswell ,
-0.5,0.85,0.5,When your Dad snapchats you at 3 am at a strip club drunk ,
-0.1,0.6,0.1,The Blackhawks are in Alberta and you know what that means Drunk Foley and bizarre shit happening,
-0.14,1,0.1375,Cant believe its been a year Thanks for giving me your bed the first time I got drunk sorry I threw up in RIP ,
-0.08,0.85,0.076666667,Drunk people are either super annoying or super funny and there is no in between,
-0.5,0.49,0.5,Shes drunk ,
-0.03,0.75,0.030555556,We got to use the drunk goggles in driving school and I dont think Ive ever laughed so hard ,
-0.26,1,0.26, Not enough characters to put it into one tweet lmaocant get drunk tho because of my stupid fucking pills that dont work,
0,0.6,0,Play1Dreamboy2 im about to sing in a Karaoke,
-0.15,1,0.15,Zzzquil makes me feel drunk not tired,
-0.5,0.49,0.5, quote Have you ever been so drunk that you cook the pizza at 20 for 350 minutes,
-0.25,0.75,0.25,Digital dash make you wanna get drunk and put on some buffs,
0.09,1,0.09,daae the captain gets up if you excuse me I must get back to work have a good evening I laugh with the men drunk,
-0.5,1,0.5,call ya friends and lets get drunk,
-0.75,0.73,0.75,Imma be real In drunk ,
-0.5,1,0.5,Lets get drunk and sit around a fire,
0,0.55,0,Lucious Drunk,
-0.38,1,0.375,Me Im gonna get real drunk after I recover from surgery Dad same,
0.53,0.4,0.525,No story that begins with He had never drunk tequila before ever has a happy ending,
-0.05,1,0.05, If he is the nominee I will have to be drunk to vote for him but no way will I vote for him in the primary ,
-0.5,1,0.5,Is Ashleys mom drunk or something She was drinking water and now shes on the ground and she said Ashley thats her daughters name lt3,
-0.34,0.88,0.3390625,Me singing damn I hate being sober Mom me too can we get drunk now look at each other and point Me lets do it,
-0.33,1,0.328125,drunk talks are sober thoughtssssss friendsssssssss so when I say I want chicken nuggets I mean it,
-0.29,0.7,0.287878788,when i meet new people and they ask me to describe myself ill just give them a link to that buzzfeed video of drunk girls with puppies,
-0.5,1,0.5,I wanna be so drunk on my bday moe,
-0.5,0.6,0.5,Im getting drunk tonight b,
-0.5,1,0.5,Im really drunk from one beer ,
-0.5,0.7,0.5,Were just all drunk Americans,
-0.5,0.88,0.5,  hey the front man is against us and so are the judges Harrys personality shouldnt be accused as drunk,
-0.5,1,0.5,This weekend gonna be lit Catch me drunk af with  ,
-0.5,0.77,0.5,Citizen is playing and Im drunk Didnt I buy their album 23 years ago,
-0.25,0.67,0.25,My baby was too drunk last night   ,
-0.08,0.6,0.083333333,Abel on stage amp Im super drunk,
0.15,0.6,0.15,She drunk or something Lol,
0.15,1,0.15,Im not even drunk Fairly buzzed but not drunk,
-0.5,1,0.5,I need someone who will get wine drunk w me on a wednesday,
-0.63,1,0.625,Cookie bust up in the studio drunk Empire,
-0.5,0.77,0.5,My Dad is so drunk ,
-0.4,0.67,0.4,SUCH BS HYPE LEON NEVER HADA COMPLAINT THOSE YACHT IDIOTS R DRUNK ANYWAYITS NOT 5 STAR DINING   BelowDeck,
-0.07,1,0.067878788,Is Wednesday the new Friday night and I missed the memo Every Wednesday night my roommate gets drunk or high with her friends here,
-0.5,0.83,0.5,Never seen  so drunk ,
-0.5,1,0.5,Call yo friends lets get drunk ,
-0.17,0.6,0.166666667,Loucious is steady looking like someones drunk uncle,
-0.5,1,0.5,Think I need to get drunk again this weekend,
-0.28,1,0.275, dating though  long term relationships not just drunk hookups,
0.07,0.67,0.066666667,And I was drunk so it just made the whole situation hilarious to me,
0.15,0.6,0.15, where are you Youre probably drunk already huh lol,
0.05,0.95,0.05, a sip of Long Island would do me good I aint been drunk in forever ,
0,0.77,0,Cookie drunk empire,
-0.5,1,0.5,Can  get drunk and tweet me again I miss him ,
-0.5,1,0.5,For every retweet like this tweet gets I will donate 1 beer to the Brandon getting drunk foundation DayOfMiracles ForTheKids,
-0.34,0.8,0.34375,Austins little brother just said he feels like hes drunk ,
-0.63,1,0.625,    SailingWithTheScotts I do not think  I do not have then Have U U drunk the brain,
-0.5,1,0.5,kyrah you drunkyou must be drunk,
-0.1,0.83,0.1,Got tip if you want to know how Paul Gascoigne is somewhat responsible for the Paris attacks sit next to the drunk dude I did just now,
-0.22,0.87,0.222222222, UT  dennis was a half drunk from idaho that won multiple rings had no ties with miami area,
-0.5,1,0.5,  whos drunk and tweeting tonight ,
-0.5,0.68,0.5,I wanna get drunk and tell stories of snakes in the woods,
0.15,0.85,0.15,congrats to my biff since 7th grade on committing to stony brook university so proud so proud now lets get drunk ,
-0.5,0.95,0.5,Me and my bff  are drunk at the circa survive show relationshipgoals,
-0.17,0.77,0.166666667, I hope some day we get drunk together with  on bar stools      between us  Actually no  youll be in the middle,
-0.5,1,0.5,Av not been this drunk is 5eva,
-0.01,1,0.008333333,I saw a post the other day about people making fun of the air force but they can destroy the world with one buttonnukes 4 letters SSBN,
-0.25,1,0.25,I drunk like I aint have insides last night ,
-0.25,0.9,0.25,imagine sasuke getting drunk and emotional over puppies,
-0.5,0.7,0.5,Theres no telling me my mom isnt drunk rn,
0.14,0.87,0.1375, I just tell him to his face lol I actually got drunk with him once at a bar and hes so fucking funny,
-0.5,0.6,0.5,lets get drunk asf together so i can kiss you and blame it on the alcohol,
-0.5,0.77,0.5,I wanna recognize drunk you honey,
-0.5,1,0.5,Friend Do you ever get drunk on wine and then Me You can just stop there because Im always drunk on wine so the answer is yes,
-0.5,1,0.5,Drunk went to take a dump woke up in the mornimg like ,
-0.13,1,0.125, I had one Then I got drunk and lost it The first weekend I had it ,
-0.48,0.75,0.475,killy the other week I stopped a guy from taking advantage of a severely drunk girl and he said Im the reason men hate women ,
-0.5,1,0.5,Omg my lab partner is texting me drunk ,
-0.5,0.77,0.5,Drunk babe playing with a cock blowjob tits ,
-0.11,1,0.107142857,and not home  i wish i was drunk right now,
0.24,1,0.237142857,erin oh damn I think youre right My dreams are crushed lol but we got drunk AG recreating which is just as good,
-0.29,1,0.2875,But in reality he just wanted to get drunk and have fun and sleep as long as he could he HATED politics,
0.38,0.73,0.383333333, Happy birthday beautiful goddess Getting drunk with you in spirit ,
-0.5,1,0.5, Hi drunk Im Mom,
-0.35,0.83,0.35,Missing our drunk  playlists at Poorhouse  ,
0.03,1,0.033333333, U drunk lol Ill slap da shit out him,
-0.5,0.6,0.5,Lets just talk about how drunk we got tho  ,
0.05,0.75,0.05, Citizen is playing and Im drunk Didnt I buy their album 23 years ago And gave it to the most depressing person ever lol,
-0.5,1,0.5,Drunk Dialin Im WildinI Can Tell That You Care When You Cryin  ,
0.25,0.5,0.25, put ya shoes in my face again   luscious funny asl,
-0.5,1,0.5,accidentally just got drunk on a Wednesday night what has my life come to,
-0.5,1,0.5,blankenship you must have been drunk on Bbq sauce,
0,0.8,0,Love having a load of drunk paint covered people running into my room at 230am who Ive never even met before,
-0.5,1,0.5,I want to get drunk as fuck  I neee u here,
-0.45,1,0.45,poor Zack is being interrogated by my drunk mom ,
-0.38,0.75,0.375,Yungdee when youre drunk at a party and walk past a mirror ,
-0.5,1,0.5, I dont think you should be getting drunk at work,
-0.25,0.5,0.25,but he never could get drunk enough to get her off his mind,
-0.34,1,0.34375,Im little drunk and i need you noooow,
-0.1,1,0.1,imagine ichigo getting drunk and emotional over puppies with a very jealous grimmjow at background,
-0.19,0.65,0.187878788,Bra Im tryin to go watch a live Maury show drunk as a bitch I would be crying laughing at niggas,
-0.11,1,0.1125,So apparently Im a liar  gotta love drunk selfish people,
-0.5,0.65,0.5,Just found out Im not going to fail physics Time to get drunk,
-0.35,1,0.35,I want to get drunk with Draymond Green,
-0.1,1,0.1,The SSBN fleet accounts for over 70 of our nuclear triad And you have absolutely no clue where they are when they arent in port,
-0.5,0.81,0.5, His blood is wine He just got everyone drunk Read your Bible and do what it says,
0,1,0,Ok thats enough drunk tweeting but Im truly blessed amp just wanted to share it with the world Tmrws another day to look forward to,
-0.1,1,0.1, hey Genesis maybe if you wouldnt get drunk on a school night and get your priorities straight you would actually go somewhere,
-0.17,1,0.17,They label pot as the procrastinators drug which I dont agree with Booze is that drug I get all my stuff done high drunk no way bub,
0.25,1,0.245833333,  Im thinking get drunk in every state Pretty easy planning on my part your welcome ladies,
-0.5,0.35,0.5,todays point is to get drunk omfg,
-0.1,1,0.1,yalyin aw such a blast I wanna get drunk and dance again haha,
0.3,1,0.3,Yeah Ty youre not the get drunk and chase skirts kind More like a wake up wearing someone elses clothes beside the pool kind,
-0.5,0.88,0.5,I wanna get drunk at Disneyland,
-0.5,0.6,0.5,Im gunna get really drunk this weekend ,
-0.3,1,0.3,  Some want to protect the West so they can sell books and fuck drunk White girls,
-0.5,1,0.5, specially if were drunk gtfo,
-0.5,0.6,0.5, me Wait Themidunno Im drunk,
-0.6,1,0.6, just ask laura and chels about me Its bad Every time I get drunk I cry over everything ,
-0.08,0.35,0.075,    Have to learn from the nonwhites how to be cool to get drunk tail ,
-0.5,1,0.5,Lets get drunk together so I can kiss you and blame it on the vodka,
-0.5,0.83,0.5,Lifehack get whiskey drunk and make your partner drive you to grasshopper from Salem ,
-0.5,1,0.5,I wish I was getting drunk tonight,
-0.31,0.75,0.3125,Nothing cheers me up from coming back from the labs than a drunk  call at 2am Missed this beaut xoxox ,
0.1,1,0.1,   good lord I am so drunk on Wordbrain,
-0.5,0.6,0.5,someone just fell on the floor while wearing drunk goggles,
-0.34,1,0.3375, night u drunk mess x x,
-0.5,1,0.5,Im drunk on zzzquil,
-0.15,1,0.15, HELL NO Im not in need of getting drunk that fast ,
0.5,0.65,0.5,So yes the Air Force has nukes But we have more So Air Force this is me saying wed beat you,
0.02,0.56,0.025,OffMilk they funny as shit yo,
-0.41,1,0.40625, dennis was from idaho and was a stumbling drunk no ties jimmy no ties butch semi ties  I mean it dont matter where they from,
0.25,0.72,0.25, stuck not drunk,
-0.35,0.75,0.35,In the mood to be drunk as shit,
0.06,0.83,0.06,maria im drunk is the greatest thing youve done  drop the 11year old fan base and start doing more stuff like that,
-0.35,1,0.35,my mom can either be funny af or annoying af when shes drunk,
-0.27,1,0.274074074,Drunk karaoke go to Aldean burnin it down Why Because its a talentless song anyone with a slight country accent can perform,
0,0.73,0.004761905,I really just want to be drunk right now,
0,0.6,0,14 wellll my drunk snaps are mostly indoorsyouve met me in person and I was quite the opp ,
-0.5,1,0.5,Cards Against Humanity with drunk fools cheers ,
0.15,0.68,0.15,sends drunk work emails at 830pmThis is how you win at lifeif you have a difficult time grasping the concept of how to win,
-0.55,0.6,0.55,I just wanna get drunk rn and works really fucking that up,
0.25,1,0.25, ni not drunk just cheered to shits with us,
-0.05,0.8,0.05,Cheap oven pizza youre all I need in life when Im drunk,
-0.63,1,0.625,Im going to get so drunk this weekend Swear all I do is drink now ,
-0.39,1,0.388888889, ann    The amount of Diet Coke Ive drunk means by her logic half my life has been fake,
-0.5,0.61,0.5,So theres a dog in bdubs cause drunk girls brought it in,
0.09,0.5,0.0875, I hope a drunk judge will piss off  again  lol,
-0.5,1,0.5,get me drunk please,
0.08,1,0.083333333, he wouldve had better luck getting both of them drunk first they cannot work together,
-0.22,1,0.222222222,How did I manage to get black out drunk and have a hangover all in the same day,
-0.5,0.37,0.5,Ill be drunk texting,
-0.2,0.6,0.2,Catch me at lush tonight drunk af,
-0.5,0.8,0.5,To drunk for this,
0.15,1,0.15,homie legit drunk b lol,
-0.1,0.66,0.1,You know its sad when youre drunk af and start crying because you love Styles so much,
-0.14,1,0.138095238,I wish that bitch wouldve said shit to me when I was drunk BOP right in the fuckinf face,
-0.33,1,0.333333333,I swear half the time I tweet  I probably come off as some anime watching drunk,
-0.15,0.61,0.15,Drunk a whole bottle ,
-0.5,0.5,0.5,When You Drunk Who You Think About,
-0.5,0.8,0.5,Laura is paying Marissa 50 to get drunk and go in the basement and find Brittneys felon,
-0.05,1,0.055, Shae I still cant believe yall let me get drunk I was crying n some more shit  wow,
-0.2,0.66,0.2,Watching drunk girls get surprised with puppies kills me,
-0.08,1,0.075,mailmanstatus this dude is drunk and he had a manifest relish in insisting on its being cool,
-0.31,1,0.3125,Of course u end up drunk  work on a Wednesday like every other shift StopHannah,
0,0.9,0,He looks drunk,
-0.5,1,0.5,What it feels like to babysit a drunk ,
0,1,0,All yall bitches love doing is twerking and getting drunk ,
-0.5,0.75,0.5,Anahi18 lmfao Monas drunk omg,
-0.36,1,0.363888889,I remember you being drunk and all you wanted to do was slow dance with me The memories that songs come withhit hard ,
-0.17,1,0.17,High amp drunk ,
-0.35,1,0.35,This dude came out to formation crying and drunk asf ,
-0.61,0.9,0.607142857, I think it goes without saying to never take a dab when youre drunk thenthat makes a LOOOOT of people sick,
0,1,0,I love getting drunk,
-0.5,1,0.5,Drunk all my Coke so fuck  Dont wanna get up ,
-0.5,0.56,0.5,questioning when ben isnt drunk,
0.05,1,0.05,I almost tripped over my own feet Im drunk somehow,
-0.41,1,0.408333333,You would think after a family friend in the hospital for alcohol induced liver failure that my mom would quit drinking Nope Drunk tonight,
0,0.88,0,Call your friends and lets get drunk,
-0.25,1,0.25,spending the tail end of my 20th birthday listening to a drunk woman karaoke to my humps thegoodlyfe,
-0.13,0.56,0.133333333,Im gonna apologize now for the next month of my behavior Gonna be stressed as fuck because the boat is back,
0.25,0.68,0.25, HAPPY 18th Get drunk Mahir ,
-0.02,0.7,0.016666667,In the studio I realized that I know half drunk 29 year old assholes with beards will love my band,
-0.15,0.7,0.145833333, hahah true Last time I got drunk quick NICNASTY got too nasty,
-0.29,1,0.287878788,I ate all the food and now im just a lil drunk on a bus Hoping it lasts so i can drunk live tweet Buffy because itLL RULE,
0,0.44,0,deyyKnowRUE you would think they like 16 keep fussing ,
-0.5,0.6,0.5,Lying in bed drunk after s night out thinking about my seminar that Ive got tomorrow morning and wanting to die,
0,1,0,Im drunk amp I love it ,
-0.15,0.95,0.15,I drunk a whole bottle of Port Now Im over in Harding Place yelling at parked cars,
-0.39,0.68,0.388888889,If you ever see me smoking a black you know Ima drunk afb bored,
-0.5,0.7,0.5,If you see your friend about to do something drunk amp foolish maybe you should look out for her and tell her not to Instead of looking on,
-0.5,0.7,0.5,i wonder if there r boyz that dont get drunk every weekend,
-0.25,1,0.25,  why does he look stoned and drunk but he only got a slurpee,
-0.35,0.44,0.35, That ghetto drunk aunt at Thanksgiving  thats mom dukes like shit lmfaaao ,
0,0.77,0,OffMilk hell yea stay fussing,
-0.3,1,0.3,tomorrow night i wanna be drunk as fuck for my last night in the boro the semester ended amp pre bday turn up,
-0.5,0.95,0.5,30 Have you ever been drunk ,
-0.5,0.68,0.5,Currently drunk on Facebook like ,
-0.5,0.7,0.5,No I need to get so fucking drunk Insanely drunk,
0.02,0.7,0.025,Lord Of The Rings is way more intense when your drunk,
-0.5,1,0.5,luvvccvvv drunk testxting Connor,
-0.25,1,0.25,The night before the last day of my senior year we got drunk and I shaved my head completely bald My mom was so fucking pissed,
-0.25,0.96,0.25,sinatra I dont because aint nobody got time to be chasing your big overgrown drunk ass ,
-0.15,1,0.15,To become a drunk you really gotta be going thru some ish,
0,0.77,0,still love maria im drunk,
-0.5,0.8,0.5,Drunk in the gym might turn into throwing up on dressing room floor,
-0.5,1,0.5,Guess what appeared in my fb memories I was drunk I s2g ,
-0.5,1,0.5,I wanna get drunk n gig,
0,1,0,This iron rc is gunna be the death of me ,
-0.5,1,0.5,These refs are drunk,
-0.5,0.84,0.5,Deserays over here trying to get drunk her ass needs to be at church she needs some Jesus in her life ,
-0.5,1,0.5,Did u know u could get drunk with vodka if u put it on a tampon and step on it and it soaks through ur feet I read an article why dad,
0.1,0.85,0.1, haha same heredrunk or sober,
-0.25,0.8,0.25,Theres already drunk people at the Roche join them and come see Bathroom of the Future and City Mouse,
-0.25,1,0.25,weed is not addictive at all man out here drunk af might need aa,
-0.5,1,0.5,dont call my name when ur drunk and ur boyfriends asleep matter fact dont call me at all,
-0.15,1,0.15, AFTER NUN BEH KNOCKOUT AKO FROM 1 AM TO 3 AM HAHAHA DRUNK AF,
-0.5,0.64,0.5,THN I feel like Ive got the drunk of the week award on lock every week,
-0.5,0.63,0.5,I remember when Damarcus got so drunk   ,
0,1,0,Using my favorite term too drunk to function in my political science paper to describe alcoholism I should get an A for that,
-0.78,0.84,0.78125,getting drunk on KetelOne with my wife ,
-0.5,1,0.5,Alday   Weve all been there my friends  Gotta be the trooper ,
-0.25,0.85,0.25,Are you stuffed crust pizza Cause I only want you when Im drunk,
0,0.64,0,Hakeem a meek mill ass nigga Rollie this amp Whip that ,
-0.5,0.63,0.5,I just wanna get drunk Lmfao ,
-0.12,1,0.12,My roommate talking to her friend who wants to join the military get drunk as fuck as much as you can before you join lolz me,
-0.5,0.84,0.5, remember u remind me o tha boo boo wtf why do I turn into a drunk mom after 1230am,
0.25,1,0.25,If u saw my snapchat Im not drunk drivin just chillin in my car,
-0.25,1,0.25,I dont get how you accidentally had sex with some drunk Like when Im drunk Im still kinda aware of my decision,
-0.08,0.6,0.075,Cuz smoking pot and getting blacked out stoned drunk is cool  okayyyy,
-0.16,1,0.155555556,yvetters even tho I cant understand the music Im down to go so we can dance and get drunk,
-0.5,0.8,0.5, Hmm I dont think so Ive never heard of it before but maybe it gets them drunk or something jankmovie,
-0.5,1,0.5,Vasquez17 whats the drunk uncles obsession with a career underachiever anyways,
0.05,0.6,0.05,I honestly have no problem with people who drink but please dont be drunk around me,
-0.5,1,0.5,Getting drunk and doing homework aka just getting drunk,
-0.35,1,0.35, Luiz3 30 for 30 What if I told you a guy shit in a bathtub drunk  The story of 4 guys and their blacked out journey,
-0.5,0.8,0.5,I feel like getting drunk tonight,
-0.25,0.75,0.25,I would never try to have sex drunk Especially when the girl is passed out,
-0.65,1,0.65,After the week Ive had im telling you im defiantly getting very drunk Friday,
0.05,1,0.05,I wanna get drunk this weekend honestly Its been awhile,
-0.15,1,0.15,So to the drunk guy who tried to get in my car at the gas station Youre the real MVP,
-0.18,1,0.175833333,Cause Im a little drunk on you and high on summer time  ,
-0.5,1,0.5,  still drunk,
-0.13,1,0.125,I wanna be the one you drunk text first when youre out of beer at 3am at some shitty house party in south philly,
0.18,0.7,0.183333333,hyder0 Im a good person doe drunk keely said so so it must be true,
-0.5,1,0.5,If youre drunk  stay tf away from me or Im swingin fam,
-0.5,0.75,0.5,when your friend drunk and you watching empire ,
0,1,0,drunktired tweets w no espresso to blame i need sleep gn,
-0.5,1,0.5,Because drunk people act like fools and just annoy the hell out of me,
-0.35,1,0.35, waste Drunk ,
-0.5,1,0.5,   Ben could not even talk toinght Was he drunk,
-0.5,1,0.5,I can watch the video with Dogs and drunk girls because its me ,
0,0.66,0,Baby is you drunk Is you had enough Are you here looking for love,
-0.5,0.82,0.5,   wishing I could retweet that,
-0.07,0.7,0.066666667,ive seen soo many drunk hispanic bitches with smeared make up crying their ass off walking out of the club lmaoo,
-0.5,1,0.5,I still get drunk on you everytime,
-0.25,0.75,0.25,Its only 930 and Im realllyyyy drunk this is you fault ,
-0.75,1,0.75,No Mickeilla dont  people when youre drunk ur judgement is terrible,
-0.15,1,0.15,My dad handing me Canadian money heres money for the drunk Kelly fund Thanks Steve,
-0.15,1,0.15,I have so much wine Im so drunk Im trying to dedrunk atm so I can take my trash out,
0.13,1,0.125,And in the end we are all just humans drunk on the idea that love only love could heal our brokenness MTVStars Justin Bieber,
-0.65,0.75,0.65,  why If on Amazon there was a contract  Are you an idiot or drunk ,
0.05,1,0.05,Hispanic women always so nice when theyre drunk,
-0.5,0.66,0.5,Are there any girls around here  Drunk guest,
-0.35,0.66,0.35,Yo hairline drunk as shit blackish,
-0.5,0.82,0.5, yeah and end up drunk somewhereI gotta finish this work,
-0.45,0.5,0.45,AdeleLaBelle before noticing dizzy and drunk by desire of having her she was trying to stop me Confused I look at her Is there gtgt,
-0.5,0.7,0.5,I just wanna be drunk for the rest of my life lmfao,
0.1,0.67,0.1,Drunk on a Wednesday night at my age cannot be a good idea,
-0.5,1,0.5,Im so drunk Im at pizza plc,
-0.5,0.75,0.5, why are you drunk on a Wednesday,
-0.17,1,0.166666667, no if I was already drunk I wouldnt need tinder its definitely for finding someone to have a drink with later,
-0.38,0.66,0.375, Getting drunk wont help  Trust me and damn did the doctor say he cant change the set of pill or anything,
-0.5,0.57,0.5,  Im on the forum some people think hes drunk I doubt it,
-0.55,0.53,0.55,Let me give you a saying from Colonel Sanders I am too drunk to taste this chicken,
-0.25,0.5,0.25,3 He once got me a cab ride home because I was so drunk I refusedddddd to take the Max for the last mile of our ride home,
-0.5,0.7,0.5,should i go get drunk,
-0.5,0.67,0.5,I got a bottle of whatever but its getting us drunk ,
-0.5,1,0.5,i wonder if there r boys that dont get drunk every weekend ,
-0.3,1,0.3,Not really into always gettin drunk,
-0.2,0.79,0.2,Drunk Iris is sober me,
-0.63,0.75,0.625,imaginealex what the fuck did you do to him ynyou i dont know we had a fight amp i guess he got drunk ,
-0.5,0.7,0.5,When you get drunk and start hitting notes you didnt think you could hit,
-0.11,1,0.113333333,I need to learn how to be high and drunk in public,
-0.17,0.79,0.17,Get so drunk that you feel so high then get so high that you feel so drunk,
-0.5,0.57,0.5, How are you already drunk,
0,1,0,Anrae Admiii Admin Lays nakeddrunk on the floorAnrae Walks away I didnt need to see that,
-0.5,0.75,0.5,I wanna get drunk now,
-0.5,0.86,0.5,All I see are dudes I dont like dudes which is unfortunate  Drunk guest,
